SEZ2011,P1,A46,A47,PF1,E3,E27,SEZ2011_2,Shape_Leng,Shape_Area,field_1,id,listing_ur,last_scrap,name,host_id,host_name,host_since,host_locat,host_total,neighbourh,latitude,longitude,room_type,accommodat,bedrooms,price,availabili,availabi_1,availabi_2,availabi_3,number_of_,number_o_1,license,instant_bo,calculated,reviews_pe
480170061594,"197","20","71","106","16","113",480170061594,403.648611453999990,8985.258072680000623,"839","2466708",https://www.airbnb.com/rooms/2466708,2021/12/17,Romantic room in Liberty house,"12613990",Tommaso,2014/02/26,"Florence, Tuscany, Italy","1",Campo di Marte,43.787070000000000,11.274730000000000,Private room,"2",1.000000000000000,45.000000000000000,"27","57","87","362","0","0",,f,"1",1.800000000000000
480170061595,"183","7","67","83","14","83",480170061595,873.812322429999995,41211.851015400010510,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061596,"481","68","164","244","20","248",480170061596,527.942533915000013,17023.613493600001675,"1093","3601979",https://www.airbnb.com/rooms/3601979,2021/12/17,bella stanza con bagno privato,"18148040",Marina,2014/07/15,"Florence, Tuscany, Italy","1",Centro Storico,43.787640000000003,11.230150000000000,Private room,"2",1.000000000000000,35.000000000000000,"0","0","0","0","0","0",,t,"1",0.590000000000000
480170061597,"49","2","21","27","1","1",480170061597,248.697719572000011,3258.879158350000125,"6688","33686714",https://www.airbnb.com/rooms/33686714,2021/12/17,Camera doppia accogliente,"137685678",Isabella,2017/06/29,"Florence, Tuscany, Italy","4",Rifredi,43.787529999999997,11.249219999999999,Hotel room,"2",1.000000000000000,39.000000000000000,"15","45","75","75","5","0",,f,"4",0.870000000000000
480170061598,"199","44","42","99","26","80",480170061598,455.960539870999980,12809.684187200000451,"1255","4314349",https://www.airbnb.com/rooms/4314349,2021/12/17,Open space central Tourism-Business,"14245325",Riccardo,2014/04/13,"Florence, Tuscany, Italy","1",Centro Storico,43.787649999999999,11.230910000000000,Entire home/apt,"4",1.000000000000000,43.000000000000000,"8","36","58","303","16","0",,t,"2",1.210000000000000
480170061599,"183","6","72","83","19","94",480170061599,384.559939680000014,8683.475027070000579,"3546","17002913",https://www.airbnb.com/rooms/17002913,2021/12/17,"""A piece of my heart"" -Florence-Cure","105195157",Martina,2016/11/26,"Florence, Tuscany, Italy","1",Campo di Marte,43.787190000000002,11.273470000000000,Entire home/apt,"5",3.000000000000000,106.000000000000000,"0","29","59","59","0","0",,f,"1",0.340000000000000
480170061600,"220","13","85","112","24","122",480170061600,461.797308172999976,11494.148745700000291,"1930","7317517",https://www.airbnb.com/rooms/7317517,2021/12/17,CHARMING APARTMENT STATUTO STATION,"30094188",Cinzia,2015/03/27,"Vercelli, Piemonte, Italy","2",Rifredi,43.787750000000003,11.247240000000000,Entire home/apt,"2",3.000000000000000,70.000000000000000,"0","0","0","0","0","0",,t,"2",0.070000000000000
480170061601,"277","30","104","148","13","146",480170061601,393.027212803999987,8676.099022980000882,"4742","22285873",https://www.airbnb.com/rooms/22285873,2021/12/17,RosaSpina nella Casa di Deanna,"162873467",Deanna,2017/12/16,IT,"6",Centro Storico,43.787750000000003,11.233549999999999,Entire home/apt,"4",2.000000000000000,45.000000000000000,"0","0","0","0","0","0",,f,"6",0.770000000000000
480170061602,"65","10","23","35","14","35",480170061602,751.004246100000046,19345.051030800004810,"9809","52276226",https://www.airbnb.com/rooms/52276226,2021/12/17,Delizioso loft a Firenze,"421247729",Ginevra,2021/09/02,IT,"0",Campo di Marte,43.787190000000002,11.268570000000000,Entire home/apt,"4",1.000000000000000,54.000000000000000,"10","40","70","70","3","0",,t,"1",1.360000000000000
480170061603,"7","4","0","4","1","4",480170061603,1962.935564840000097,171311.339887999987695,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061604,"181","18","70","92","17","99",480170061604,348.996273341999995,6276.469088369999554,"499","1158254",https://www.airbnb.com/rooms/1158254,2021/12/17,la casa di marvin,"6347000",Sonia,2013/05/12,"Florence, Tuscany, Italy","1",Campo di Marte,43.786990000000003,11.272449999999999,Private room,"2",1.000000000000000,45.000000000000000,"0","0","0","107","0","0",,f,"3",0.010000000000000
480170061605,"58","6","16","27","2","29",480170061605,230.292405392000006,3241.089599139999791,"7317","37172731",https://www.airbnb.com/rooms/37172731,2021/12/17,Stanza Lux,"122207844",Francesco,2017/03/23,"Florence, Tuscany, Italy","2",Rifredi,43.787739999999999,11.248790000000000,Private room,"2",1.000000000000000,19.000000000000000,"21","51","81","96","0","0",,f,"1",
480170061606,"569","58","219","299","73","333",480170061606,690.733049108000046,24121.940339000000677,"2333","10160204",https://www.airbnb.com/rooms/10160204,2021/12/17,Cozy apartment in Florence,"9919021",Marco,2013/11/10,"Florence, Tuscany, Italy","1",Campo di Marte,43.786929999999998,11.263870000000001,Entire home/apt,"2",1.000000000000000,70.000000000000000,"0","0","0","0","0","0",,f,"1",0.330000000000000
480170061607,"2","0","1","1","2","3",480170061607,1985.286247300000014,180604.919021999987308,"1023","3270221",https://www.airbnb.com/rooms/3270221,2021/12/17,Gamberino,"16502969",Villa Gamberaia,2014/06/07,"Florence, Tuscany, Italy","4",Campo di Marte,43.782389999999999,11.330290000000000,Entire home/apt,"10",6.000000000000000,1000.000000000000000,"27","57","87","358","0","0",,f,"4",0.060000000000000
480170061608,"289","24","110","145","15","151",480170061608,382.351637041000004,8434.527751679999710,"2073","8204117",https://www.airbnb.com/rooms/8204117,2021/12/17,Camera matrimoniale,"43263949",Francesca,2015/09/03,"Florence, Tuscany, Italy","1",Centro Storico,43.788159999999998,11.233269999999999,Private room,"2",1.000000000000000,54.000000000000000,"0","0","0","0","0","0",,f,"1",0.010000000000000
480170061609,"191","20","66","95","20","155",480170061609,397.189624100000003,9189.634438499999305,"789","2262728",https://www.airbnb.com/rooms/2262728,2021/12/17,Liahona Private Room w/full Kitchen,"6479452",Heather,2013/05/20,"Florence, Tuscany, Italy","4",Campo di Marte,43.787509999999997,11.270500000000000,Private room,"2",1.000000000000000,49.000000000000000,"0","0","0","0","0","0",,f,"1",0.420000000000000
480170061610,"84","18","22","45","16","57",480170061610,285.789008220000028,4673.668812539999635,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061611,"85","11","28","41","12","42",480170061611,302.104069306999975,5479.516652700000122,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061612,"269","24","106","140","4","146",480170061612,378.872965060000013,8482.498911810000209,"2271","9841605",https://www.airbnb.com/rooms/9841605,2021/12/17,2° New Apartment & private Parking,"29359964",Nenad,2015/03/15,"Florence, Tuscany, Italy","3",Rifredi,43.788159999999998,11.226860000000000,Entire home/apt,"2",1.000000000000000,76.000000000000000,"25","55","85","356","31","4",,f,"2",5.670000000000000
480170061613,"48","5","16","22","6","21",480170061613,1060.003837770000018,45309.932889600000635,"628","1522334",https://www.airbnb.com/rooms/1522334,2021/12/17,Little Florentine heaven...,"8124626",Vanni,2013/08/13,"Florence, Tuscany, Italy","1",Rifredi,43.787970000000001,11.252630000000000,Private room,"1",1.000000000000000,50.000000000000000,"30","60","90","365","2","0",,t,"1",0.900000000000000
480170061614,"12","0","0","3","2","8",480170061614,2021.261263070000041,253630.410639999987325,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061615,"163","9","59","72","7","75",480170061615,349.726754789999973,6676.037462109999979,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061616,"612","32","238","295","42","298",480170061616,1137.880334760000096,39907.151234099997964,"335","773437",https://www.airbnb.com/rooms/773437,2021/12/17,"Gioia: 3 Bds Big Flat in Florence, link airpt&rail","4081362",Riccardo,2012/11/07,"Florence, Tuscany, Italy","2",Rifredi,43.787700000000001,11.255380000000001,Entire home/apt,"7",3.000000000000000,90.000000000000000,"0","0","16","288","2","0",,t,"2",3.110000000000000
480170061617,"175","1","75","80","2","79",480170061617,381.635083730000019,8739.025447730000451,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061618,"21","1","9","10","0","0",480170061618,165.760701852000011,1200.430881750000026,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061619,"215","19","77","107","24","94",480170061619,450.708714287000021,10927.026732899999843,"586","1358758",https://www.airbnb.com/rooms/1358758,2021/12/17,special room yellow florence....,"3950491",Roberto,2012/10/23,"Florence, Tuscany, Italy","3",Campo di Marte,43.787579999999998,11.271860000000000,Private room,"4",1.000000000000000,35.000000000000000,"0","0","16","291","0","0",,t,"3",2.430000000000000
480170061620,"567","81","193","296","19","325",480170061620,685.599029177000034,20140.355796899999405,"1921","7237785",https://www.airbnb.com/rooms/7237785,2021/12/17,A casa mia come  casa tua,"37893201",Annamaria,2015/07/08,"Florence, Tuscany, Italy","1",Centro Storico,43.788260000000001,11.231719999999999,Private room,"2",1.000000000000000,23.000000000000000,"10","36","66","66","9","1",,f,"1",2.310000000000000
480170061621,"33","3","13","16","6","16",480170061621,230.846838676999994,1965.179939019999892,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061622,"61","7","27","36","12","38",480170061622,325.861144003999982,6456.626143579998825,"3073","14245852",https://www.airbnb.com/rooms/14245852,2021/12/17,Lasca's Stone Apartment,"86689048",Leonardo,2016/07/29,IT,"4",Campo di Marte,43.787520000000001,11.273870000000001,Entire home/apt,"4",2.000000000000000,80.000000000000000,"11","41","71","346","0","0",,t,"4",0.890000000000000
480170061623,"474","41","172","237","10","207",480170061623,566.402125877999993,16696.439597500000673,"4739","22263511",https://www.airbnb.com/rooms/22263511,2021/12/17,A room near the view,"40507781",Federica,2015/08/04,"Florence, Tuscany, Italy","1",Centro Storico,43.788310000000003,11.230399999999999,Private room,"3",1.000000000000000,14.000000000000000,"0","0","0","0","0","0",,t,"1",0.100000000000000
480170061624,"46","6","13","21","4","21",480170061624,344.156612252999992,6571.018842880000193,"326","751241",https://www.airbnb.com/rooms/751241,2021/12/17,Special room under Fiesole ........,"3950491",Roberto,2012/10/23,"Florence, Tuscany, Italy","3",Campo di Marte,43.787930000000003,11.270630000000001,Private room,"4",1.000000000000000,35.000000000000000,"0","0","16","291","0","0",,t,"3",2.940000000000000
480170061626,"127","10","42","58","33","62",480170061626,468.772626902000013,10710.729271099999096,"10234","53714784",https://www.airbnb.com/rooms/53714784,2021/12/17,Stibbert Apartment,"23904874",Edoardo E Michela,2014/11/18,"Florence, Tuscany, Italy","243",Rifredi,43.788526524189351,11.253067011505072,Entire home/apt,"6",2.000000000000000,92.000000000000000,"16","16","16","216","0","0",,t,"172",
480170061627,"104","11","28","43","12","41",480170061627,294.907908881000026,5079.245604570000069,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061629,"1112","167","348","567","32","587",480170061629,1067.549367710000070,50786.996603799991135,"2310","10048141",https://www.airbnb.com/rooms/10048141,2021/12/17,Gli Ulivi Firenze,"48934282",Elena,2015/11/13,"Florence, Tuscany, Italy","1",Rifredi,43.788159999999998,11.237590000000001,Entire home/apt,"6",3.000000000000000,156.000000000000000,"0","0","0","0","0","0",,f,"1",
480170061630,"74","6","25","37","8","31",480170061630,288.921481744999994,5060.654773680000289,"608","1453484",https://www.airbnb.com/rooms/1453484,2021/12/17,Lightful & cosy duplex in Florence,"4502042",Patricia,2012/12/27,"Florence, Tuscany, Italy","2",Campo di Marte,43.788499999999999,11.271220000000000,Entire home/apt,"3",1.000000000000000,55.000000000000000,"0","14","44","319","0","0",,f,"1",0.050000000000000
480170061632,"582","54","226","306","31","309",480170061632,664.989730449000035,27001.421538499998860,"1415","5048357",https://www.airbnb.com/rooms/5048357,2021/12/17,Large and bright room near the center,"16417601",Sandra,2014/06/05,"Firenze, Toscana, Italy","0",Rifredi,43.788930000000001,11.251620000000001,Private room,"1",1.000000000000000,25.000000000000000,"0","0","0","0","0","0",,f,"1",0.530000000000000
480170061633,"129","4","47","57","8","56",480170061633,457.768305966000014,10499.682129200000418,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061634,"517","21","197","230","10","221",480170061634,817.320340900000019,26297.855959799999255,"5526","26388423",https://www.airbnb.com/rooms/26388423,2021/12/17,"Affittacamere  MEL, Camera Lilla.","198428463",Marco,2018/06/27,"Florence, Tuscany, Italy","3",Rifredi,43.788780000000003,11.220499999999999,Private room,"2",1.000000000000000,25.000000000000000,"0","0","0","193","0","0",,f,"3",0.230000000000000
480170061635,"21","1","4","7","4","7",480170061635,4595.128182649999872,169490.184528000012506,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061637,"109","31","18","49","7","53",480170061637,309.338994173000003,5843.087277779999567,"3537","16920800",https://www.airbnb.com/rooms/16920800,2021/12/17,Nice apartment in Florence,"113007410",Tommaso,2017/01/24,"Florence, Tuscany, Italy","1",Campo di Marte,43.788429999999998,11.269130000000001,Entire home/apt,"2",1.000000000000000,43.000000000000000,"0","0","0","0","0","0",,f,"1",
480170061638,"126","8","56","69","8","97",480170061638,417.466345223000019,8578.663030050000089,"6155","30438448",https://www.airbnb.com/rooms/30438448,2021/12/17,1. DOUBLE ROOM 4 MIN. FROM FLORENCE SMN,"173819689",B&B,2018/02/17,"Florence, Tuscany, Italy","5",Rifredi,43.788969999999999,11.250060000000000,Private room,"2",1.000000000000000,39.000000000000000,"14","14","14","162","10","0",,t,"5",0.650000000000000
480170061639,"116","13","37","54","9","57",480170061639,291.188970165999990,5274.354325569999673,"5483","26124900",https://www.airbnb.com/rooms/26124900,2021/12/17,Rooftop loft with panorama and huge terrace,"12943595",Arvin,2014/03/09,"Florence, Tuscany, Italy","1",Campo di Marte,43.788089999999997,11.274270000000000,Entire home/apt,"3",1.000000000000000,50.000000000000000,"0","14","44","44","19","1",,f,"1",1.570000000000000
480170061640,"219","17","87","114","23","118",480170061640,399.679806631000019,9883.376175010000225,"1090","3573559",https://www.airbnb.com/rooms/3573559,2021/12/17,APRITISESAMO Double Room ORANGE,"16707696",Tommaso And Runa,2014/06/12,"Florence, Tuscany, Italy","3",Campo di Marte,43.788760000000003,11.272650000000001,Private room,"2",1.000000000000000,33.000000000000000,"0","0","16","291","6","0",,t,"2",2.930000000000000
480170061641,"1036","220","215","475","30","483",480170061641,3542.942412870000226,566290.173343000002205,"1975","7536535",https://www.airbnb.com/rooms/7536535,2021/12/17,Casa singola,"4850782",Enrico,2013/01/26,"Weimar, Thuringen, Germany","1",Centro Storico,43.785609999999998,11.225170000000000,Entire home/apt,"3",3.000000000000000,75.000000000000000,"0","0","0","0","0","0",,f,"1",
480170061642,"140","11","57","75","13","75",480170061642,341.506105273999992,7085.480232660000183,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061643,"57","5","24","31","3","35",480170061643,257.877807028000007,4028.890027250000003,"3189","14998149",https://www.airbnb.com/rooms/14998149,2021/12/17,Very nice bedroom in Florence with air conditioner,"47611993",Marco,2015/10/28,"Florence, Tuscany, Italy","2",Rifredi,43.789239999999999,11.248810000000001,Private room,"2",1.000000000000000,30.000000000000000,"0","0","0","0","0","0",,t,"2",1.220000000000000
480170061644,"106","8","40","49","13","52",480170061644,530.456458805000011,12597.341619299999365,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061645,"1817","197","591","833","41","862",480170061645,2445.030044619999899,207071.360515000007581,"3511","16794324",https://www.airbnb.com/rooms/16794324,2021/12/17,10-15 min dalla stazione SMN Centro,"111624564",Allison,2017/01/15,"Campi Bisenzio, Tuscany, Italy","1",Rifredi,43.794739999999997,11.205060000000000,Private room,"2",1.000000000000000,34.000000000000000,"0","0","0","0","0","0",,t,"1",0.360000000000000
480170061646,"436","32","174","225","42","208",480170061646,1482.390550090000033,90267.660538099997211,"4461","21353610",https://www.airbnb.com/rooms/21353610,2021/12/17,La Terrazza di Claudia,"7678068",Claudia,2013/07/23,"Florence, Tuscany, Italy","2",Rifredi,43.790990000000001,11.215290000000000,Entire home/apt,"6",2.000000000000000,55.000000000000000,"0","0","0","0","0","0",,f,"1",0.320000000000000
480170061647,"634","63","225","307","24","327",480170061647,823.181264097000053,24601.681304399997316,"1299","4497958",https://www.airbnb.com/rooms/4497958,2021/12/17,"Cosy Apt, Free Parking & WiFi, T2 Line","23330196",Ilaria,2014/11/04,"Florence, Tuscany, Italy","1",Rifredi,43.789059999999999,11.224530000000000,Entire home/apt,"6",2.000000000000000,85.000000000000000,"0","0","0","170","18","0",048017LTI1988,t,"1",3.650000000000000
480170061649,"406","48","127","196","11","229",480170061649,1163.362789799999973,33250.040881000000809,"4052","19130756",https://www.airbnb.com/rooms/19130756,2021/12/17,Visarno Quiet and Cozy Apartment - Free Parking,"96122546",CleanBnB Team,2016/09/21,"Milan, Lombardy, Italy","278",Rifredi,43.787170000000003,11.226800000000001,Entire home/apt,"4",1.000000000000000,59.000000000000000,"0","0","0","44","5","0",,t,"92",0.720000000000000
480170061650,"198","19","64","87","23","94",480170061650,434.328174192999995,10134.511817000002338,"9516","51194017",https://www.airbnb.com/rooms/51194017,2021/12/17,Appartamento grazioso vicino al centro,"216694413",Umberto,2018/09/22,"Faenza, Emilia-Romagna, Italy","0",Rifredi,43.788750000000000,11.247719999999999,Entire home/apt,"4",1.000000000000000,102.000000000000000,"0","14","44","319","7","0","3395284923",t,"1",1.620000000000000
480170061651,"215","18","74","102","19","137",480170061651,391.798229905000028,9184.053523819999100,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061652,"159","13","58","76","1","83",480170061652,323.831325133999997,5723.975773520000075,"9201","50130953",https://www.airbnb.com/rooms/50130953,2021/12/17,B&B Half-way,"206209975",Luca,2018/07/30,"Livorno, Tuscany, Italy","1",Rifredi,43.789819999999999,11.225890000000000,Entire home/apt,"2",1.000000000000000,55.000000000000000,"0","0","0","230","0","0",,f,"1",
480170061653,"207","15","61","86","39","111",480170061653,3303.943397670000195,256908.448094999999739,"7035","35640843",https://www.airbnb.com/rooms/35640843,2021/12/17,Indipendent Apt with breathtaking Terrace &Parking,"6545951",Lisa,2013/05/23,"Florence, Tuscany, Italy","1",Campo di Marte,43.783180000000002,11.320160000000000,Entire home/apt,"6",2.000000000000000,84.000000000000000,"20","50","80","271","8","0",,f,"1",0.450000000000000
480170061654,"8","0","3","4","0","0",480170061654,201.195004366999996,3003.909811890000583,"697","1883359",https://www.airbnb.com/rooms/1883359,2021/12/17,Fortezza 2 camere 2 bagni wifi 6 posti letto,"9735446",Paolo,2013/10/31,"Florence, Tuscany, Italy","4",Rifredi,43.789409999999997,11.248440000000000,Entire home/apt,"6",2.000000000000000,75.000000000000000,"28","58","88","88","3","1",,t,"4",0.470000000000000
480170061655,"266","17","95","122","19","118",480170061655,440.046813267000005,10217.889966700000514,"5775","28170984",https://www.airbnb.com/rooms/28170984,2021/12/17,JUST 10 minutes from Train Station Simple and cozy,"98033919",Illya,2016/10/04,"Florence, Tuscany, Italy","2",Rifredi,43.789220000000000,11.251340000000001,Private room,"2",1.000000000000000,24.000000000000000,"0","0","0","0","5","0",,t,"2",3.920000000000000
480170061656,"120","8","46","64","8","65",480170061656,298.542010077999976,5424.001820559999942,"1992","7613571",https://www.airbnb.com/rooms/7613571,2021/12/17,Design huge flat in Florence,"39928453",Pierantonio E Giovanna,2015/07/29,"Florence, Tuscany, Italy","1",Campo di Marte,43.788919999999997,11.267770000000001,Entire home/apt,"10",5.000000000000000,170.000000000000000,"0","1","1","171","0","0",,f,"1",0.190000000000000
480170061657,"57","2","15","24","13","29",480170061657,615.631733843000120,17571.279432800001814,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061658,"22","3","2","6","2","7",480170061658,2817.583464629999980,145567.673221000004560,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061659,"229","8","106","120","16","157",480170061659,2559.882255619999796,201811.014101999986451,"4001","18894124",https://www.airbnb.com/rooms/18894124,2021/12/17,Nuovo monolocale a 7minuti dalla stazione centrale,"71279926",Filippo,2016/05/10,"Florence, Tuscany, Italy","1",Rifredi,43.786619999999999,11.240740000000001,Entire home/apt,"3",,49.000000000000000,"6","6","7","7","0","0",,t,"1",1.530000000000000
480170061660,"29","14","0","15","1","14",480170061660,419.293485023000017,10301.160862700000507,"4492","21405616",https://www.airbnb.com/rooms/21405616,2021/12/17,Suite Milanesi,"155092322",Eladio,2017/10/18,IT,"1",Rifredi,43.789529999999999,11.247000000000000,Entire home/apt,"2",1.000000000000000,180.000000000000000,"29","59","89","179","0","0",,t,"1",
480170061661,"509","65","175","255","54","278",480170061661,1275.294962819999910,91935.294379499988281,"219","482051",https://www.airbnb.com/rooms/482051,2021/12/17,well-lit quiet central private room,"2387280",Sandra,2012/05/16,"Florence, Toscana, Italy","1",Rifredi,43.788029999999999,11.258770000000000,Private room,"2",1.000000000000000,45.000000000000000,"25","55","85","360","0","0",,f,"1",0.290000000000000
480170061662,"0","0","0","0","0","0",480170061662,2632.659568189999391,262782.608130000007804,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061663,"635","142","176","329","5","369",480170061663,725.736810926999965,30854.669437600001402,"2869","13290238",https://www.airbnb.com/rooms/13290238,2021/12/17,VITTORIO's in Florence.LargeApartment with balcony,"74988225",Vittorio,2016/05/31,"Florence, Tuscany, Italy","1",Rifredi,43.789940000000001,11.220390000000000,Entire home/apt,"4",2.000000000000000,60.000000000000000,"6","36","59","149","10","0",,f,"1",0.740000000000000
480170061664,"222","13","72","90","36","107",480170061664,1394.104684270000234,73025.226967399998102,"1500","5463323",https://www.airbnb.com/rooms/5463323,2021/12/17,Casa Desiderio in Settignano,"19232526",Maria Grazia,2014/07/31,"Florence, Tuscany, Italy","1",Campo di Marte,43.784019999999998,11.324000000000000,Entire home/apt,"4",1.000000000000000,49.000000000000000,"11","41","71","346","6","0",,f,"1",1.270000000000000
480170061665,"126","14","39","58","11","59",480170061665,354.901573541000005,7612.280568070000299,"704","1937245",https://www.airbnb.com/rooms/1937245,2021/12/17,Loving House in Florence,"9243656",Cecilia,2013/10/05,"Florence, Tuscany, Italy","0",Campo di Marte,43.788960000000003,11.273569999999999,Entire home/apt,"4",1.000000000000000,47.000000000000000,"0","0","0","14","0","0",,t,"1",0.810000000000000
480170061666,"157","8","66","78","3","83",480170061666,394.955111182999985,7238.327807310000026,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061667,"499","47","183","257","22","272",480170061667,596.616915291000055,20561.595085400000244,"2542","11662288",https://www.airbnb.com/rooms/11662288,2021/12/17,Comfortable apt 25 min from Duomo,"13199273",Adriana,2014/03/16,"Florence, Tuscany, Italy","2",Rifredi,43.788660000000000,11.254260000000000,Entire home/apt,"4",2.000000000000000,54.000000000000000,"0","0","0","0","0","0",,f,"1",0.670000000000000
480170061668,"310","37","115","161","29","199",480170061668,690.336610264999990,18799.804636699998809,"2707","12485557",https://www.airbnb.com/rooms/12485557,2021/12/17,Appartamento di 73 m2 a Firenze,"53401026",Chiara,2016/01/05,IT,"1",Rifredi,43.788469999999997,11.244100000000000,Entire home/apt,"2",2.000000000000000,48.000000000000000,"0","0","0","0","0","0",,f,"1",0.020000000000000
480170061669,"641","64","217","312","75","360",480170061669,1377.807031219999999,70513.545105299999705,"1123","3736899",https://www.airbnb.com/rooms/3736899,2021/12/17,camera singola a Firenze,"19102032",Giuseppe,2014/07/29,"Florence, Tuscany, Italy","3",Campo di Marte,43.788719999999998,11.267160000000001,Private room,"2",1.000000000000000,30.000000000000000,"0","0","0","0","0","0",,f,"2",0.370000000000000
480170061670,"229","14","88","116","16","219",480170061670,476.429271158999995,11574.734309400000711,"2183","9142888",https://www.airbnb.com/rooms/9142888,2021/12/17,Cosy and cheap double bedroom with air conditioner,"47611993",Marco,2015/10/28,"Florence, Tuscany, Italy","2",Rifredi,43.789450000000002,11.250380000000000,Private room,"2",1.000000000000000,26.000000000000000,"0","0","0","0","0","0",,t,"2",1.590000000000000
480170061671,"52","2","19","23","2","23",480170061671,218.503567492000002,3016.670297470000150,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061672,"912","86","333","448","47","487",480170061672,925.802453354000022,41955.477117700000235,"77","136906",https://www.airbnb.com/rooms/136906,2021/12/17,Double room private bathroom near Florence center,"669835",Laura,2011/06/06,"Prato, Toscana, Italy","4",Rifredi,43.789560000000002,11.244300000000001,Private room,"2",1.000000000000000,55.000000000000000,"15","45","75","349","0","0",,f,"4",0.050000000000000
480170061673,"109","3","41","50","9","50",480170061673,388.843728193000004,7374.937382219999563,"2944","13617103",https://www.airbnb.com/rooms/13617103,2021/12/17,Nuovo a due passi dal centro con posto auto,"78846212",Elena,2016/06/20,"Florence, Tuscany, Italy","1",Rifredi,43.789470000000001,11.245799999999999,Entire home/apt,"2",1.000000000000000,71.000000000000000,"0","0","0","0","0","0",,f,"1",0.540000000000000
480170061674,"147","18","53","77","15","75",480170061674,379.908004467000012,6487.675345030000244,"84","146586",https://www.airbnb.com/rooms/146586,2021/12/17,"double room, possible extra bed Florence","669835",Laura,2011/06/06,"Prato, Toscana, Italy","4",Rifredi,43.789569999999998,11.242860000000000,Private room,"2",1.000000000000000,55.000000000000000,"15","45","75","350","0","0",,f,"4",0.030000000000000
480170061675,"234","19","87","114","24","146",480170061675,473.678912890999982,11099.507445999999618,"6449","32424278",https://www.airbnb.com/rooms/32424278,2021/12/17,Boccaccio 54 Up,"86561919",Annalisa,2016/07/28,"Florence, Tuscany, Italy","4",Campo di Marte,43.789520000000003,11.272470000000000,Entire home/apt,"4",2.000000000000000,74.000000000000000,"20","36","36","36","4","1",,t,"4",0.280000000000000
480170061676,"134","3","48","58","6","58",480170061676,302.620633623000003,5266.627288210000188,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061677,"254","20","102","131","22","103",480170061677,388.936511370999995,7754.324815199999648,"2168","8996955",https://www.airbnb.com/rooms/8996955,2021/12/17,Large single room in Florence,"33155618",Davide,2015/05/11,"Tokyo, Japan","2",Rifredi,43.789929999999998,11.252020000000000,Entire home/apt,"6",2.000000000000000,80.000000000000000,"0","14","44","319","0","0",,f,"2",0.030000000000000
480170061678,"178","16","68","90","4","88",480170061678,579.447576808000008,14232.652097800000774,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061679,"50","19","1","20","1","20",480170061679,478.408537916999990,12456.930909799999426,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061680,"109","5","39","52","24","85",480170061680,315.315771180000013,6206.286406309999620,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061681,"159","12","59","79","14","91",480170061681,362.568973872000015,6030.114351719999831,"5216","24556562",https://www.airbnb.com/rooms/24556562,2021/12/17,Nice Flat,"127739639",Niccolò,2017/04/26,"Florence, Tuscany, Italy","1",Rifredi,43.789760000000001,11.255350000000000,Entire home/apt,"4",1.000000000000000,70.000000000000000,"0","0","0","197","0","0",,t,"1",0.260000000000000
480170061683,"450","29","179","219","14","238",480170061683,686.138976830000047,24132.152485400001751,"9654","51612830",https://www.airbnb.com/rooms/51612830,2021/12/17,Accogliente e moderno appartamento con box auto,"63078188",Daniela,2016/03/15,"Florence, Tuscany, Italy","0",Rifredi,43.789349999999999,11.238500000000000,Entire home/apt,"4",1.000000000000000,79.000000000000000,"20","50","80","355","0","0",,f,"1",
480170061684,"466","89","124","228","29","352",480170061684,991.135287313000049,37161.926527399999031,"3393","16141767",https://www.airbnb.com/rooms/16141767,2021/12/17,Hs4U Florence Comfort apartment,"14978885",Roberto,2014/05/01,"Chicago, Illinois, United States","24",Rifredi,43.790489999999998,11.220269999999999,Entire home/apt,"6",2.000000000000000,75.000000000000000,"0","0","0","0","0","0",,t,"4",0.350000000000000
480170061685,"0","0","0","0","4","92",480170061685,408.184369457999992,10247.481957300000431,"6402","32227922",https://www.airbnb.com/rooms/32227922,2021/12/17,San Donato Flat - Free Parking - Free Luggage Dep.,"43252308",Alessandro,2015/09/03,"San Miniato, Toscana, Italy","1",Rifredi,43.790509999999998,11.225310000000000,Entire home/apt,"4",,67.000000000000000,"26","56","86","101","18","0",,t,"1",1.710000000000000
