SEZ2011,P1,A46,A47,PF1,E3,E27,SEZ2011_2,Shape_Leng,Shape_Area,field_1,id,listing_ur,last_scrap,name,host_id,host_name,host_since,host_locat,host_total,neighbourh,latitude,longitude,room_type,accommodat,bedrooms,price,availabili,availabi_1,availabi_2,availabi_3,number_of_,number_o_1,license,instant_bo,calculated,reviews_pe
480170061200,"40","1","15","17","2","37",480170061200,171.688139790000008,1694.991681759999892,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061201,"110","17","40","62","19","79",480170061201,496.696716835000018,12453.711337099999582,"203","441620",https://www.airbnb.com/rooms/441620,2021/12/17,Luxury Suite with Private Terrace,"1286344",Mario,2011/10/13,"San Francisco, California, United States","3",Centro Storico,43.778709999999997,11.256589999999999,Entire home/apt,"2",1.000000000000000,270.000000000000000,"30","60","90","365","1","0",,t,"2",0.160000000000000
480170061202,"37","0","18","18","2","20",480170061202,259.482210700999985,2875.476214689999779,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061203,"100","6","44","53","2","51",480170061203,344.629966932000002,5566.823595799999566,"5904","29056308",https://www.airbnb.com/rooms/29056308,2021/12/17,"LARGE&QUIET 4Bedrs 2Baths Parking, 20min to center","36471643",Federico,2015/06/22,"Florence, Tuscany, Italy","2",Isolotto Legnaia,43.779150000000001,11.210470000000001,Entire home/apt,"8",4.000000000000000,80.000000000000000,"22","52","82","82","4","2",048017LTN4196,t,"1",0.770000000000000
480170061204,"20","1","9","11","1","11",480170061204,190.049541741000013,1657.351502530000062,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061206,"181","17","66","89","12","97",480170061206,664.983161164999956,22794.116527400001360,"3594","17196524",https://www.airbnb.com/rooms/17196524,2021/12/17,Confortevole Appartamento a Coverciano,"92119719",Giulio,2016/08/27,"Florence, Tuscany, Italy","1",Campo di Marte,43.777670000000001,11.295360000000001,Entire home/apt,"3",2.000000000000000,58.000000000000000,"0","0","0","106","5","0",,t,"1",0.930000000000000
480170061207,"88","1","26","28","2","28",480170061207,286.115961375999973,4905.012970079999832,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061208,"404","35","155","210","24","229",480170061208,705.769311853999966,32306.785911800001486,"1886","7079872",https://www.airbnb.com/rooms/7079872,2021/12/17,Lovely room in Florence,"37117686",Francesco,2015/06/30,"Florence, Tuscany, Italy","1",Campo di Marte,43.776670000000003,11.287810000000000,Entire home/apt,"2",1.000000000000000,32.000000000000000,"0","0","0","106","0","0",,f,"1",0.760000000000000
480170061209,"33","3","15","18","1","6",480170061209,185.467819896999998,2159.666688499999964,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061210,"1015","289","125","429","23","417",480170061210,1265.417416340000045,82377.428431099979207,"8502","44488746",https://www.airbnb.com/rooms/44488746,2021/12/17,Family Apartment con 3 camere e open space,"357813181",Marco,2020/07/22,"Drummondville, Quebec, Canada","0",Isolotto Legnaia,43.779089999999997,11.204760000000000,Entire home/apt,"6",3.000000000000000,70.000000000000000,"0","0","0","0","0","0",,t,"1",0.130000000000000
480170061211,"151","12","50","72","30","80",480170061211,517.350002528000005,11174.857987199999116,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061212,"24","0","10","13","1","10",480170061212,191.680593232999996,1849.073558569999932,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061213,"92","4","36","46","18","61",480170061213,518.762064884999972,16126.980512599999201,"5467","25990942",https://www.airbnb.com/rooms/25990942,2021/12/17,- Brand New Design Apartment - City Center,"187225527",Andrea,2018/05/01,"Florence, Tuscany, Italy","13",Campo di Marte,43.777740000000001,11.271610000000001,Entire home/apt,"3",1.000000000000000,39.000000000000000,"17","47","77","337","37","2",,t,"9",5.020000000000000
480170061214,"1","0","0","1","2","6",480170061214,709.239785641000026,25279.259833699998126,"2464","11179587",https://www.airbnb.com/rooms/11179587,2021/12/17,Little Garden Donatello Suite 1° P,"58170461",Little Garden Donatello,2016/02/10,IT,"4",Centro Storico,43.777259999999998,11.268409999999999,Entire home/apt,"4",1.000000000000000,95.000000000000000,"27","57","87","362","0","0","03035300486",f,"4",0.150000000000000
480170061216,"61","1","24","29","12","29",480170061216,334.060986387000014,6321.496427750000294,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061217,"281","18","103","143","19","156",480170061217,471.466335978000018,13949.142725800000335,"924","2814561",https://www.airbnb.com/rooms/2814561,2021/12/17,A casa di Lilli - cozy single room with terrace,"6567947",Cristina,2013/05/25,"Impruneta, Tuscany, Italy","6",Campo di Marte,43.777720000000002,11.274870000000000,Private room,"1",1.000000000000000,52.000000000000000,"0","0","0","151","0","0",,t,"5",0.360000000000000
480170061218,"63","0","20","20","1","20",480170061218,257.760253571000021,3946.226307280000128,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061219,"31","1","12","15","1","16",480170061219,162.223617303999987,1697.194163659999958,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061221,"319","40","114","172","38","147",480170061221,564.033518373999982,17858.384718699999212,"400","933604",https://www.airbnb.com/rooms/933604,2021/12/17,"San Lorenzo Loft, close to SMN train station","4171755",Cosimo,2012/11/17,"Florence, Tuscany, Italy","5",Centro Storico,43.778829999999999,11.255170000000000,Entire home/apt,"4",1.000000000000000,59.000000000000000,"0","0","0","123","0","0",,t,"4",0.570000000000000
480170061222,"71","20","23","45","18","63",480170061222,373.540738840000017,8503.733434940000734,"110","206127",https://www.airbnb.com/rooms/206127,2021/12/17,Relax in a quite terrance in the heart of Florence,"1013874",Claudia&Francesco,2011/08/24,"Florence, Toscana, Italy","1",Centro Storico,43.779020000000003,11.252810000000000,Entire home/apt,"3",1.000000000000000,63.000000000000000,"15","45","75","132","8","0",,f,"1",1.540000000000000
480170061223,"162","24","54","80","16","93",480170061223,431.526265996000006,10898.326338700000633,"3541","16953249",https://www.airbnb.com/rooms/16953249,2021/12/17,Charming Family Lodge With Private Garage(220x495),"82485075",Matteo,2016/07/08,"Florence, Tuscany, Italy","4",Campo di Marte,43.778010000000002,11.271000000000001,Entire home/apt,"7",4.000000000000000,180.000000000000000,"14","44","74","342","2","0",,t,"4",2.250000000000000
480170061224,"171","17","57","82","10","75",480170061224,379.440283863999980,7722.822903709999991,"7558","39382841",https://www.airbnb.com/rooms/39382841,2021/12/17,Appartamento ampio e luminoso SELF CHECK-IN,"302505342",Massimo,2019/10/15,IT,"0",Campo di Marte,43.778320000000001,11.297040000000001,Entire home/apt,"5",2.000000000000000,54.000000000000000,"10","34","60","320","16","1",048017LTN4669,t,"1",1.490000000000000
480170061226,"359","61","75","164","41","311",480170061226,785.695331926999984,29614.941377499999362,"59","87404",https://www.airbnb.com/rooms/87404,2021/12/17,Hotel Il Bargellino highest ratings,"478796",Giuseppe,2011/04/02,"Florence, Tuscany, Italy","3",Centro Storico,43.778919999999999,11.251350000000000,Private room,"2",1.000000000000000,109.000000000000000,"20","50","80","355","12","0",,f,"3",0.210000000000000
480170061227,"6","0","1","3","2","3",480170061227,2371.061258100000032,153224.136171999998624,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061228,"27","2","10","14","1","13",480170061228,181.255714632999997,1714.442889050000076,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061229,"36","0","14","15","2","15",480170061229,314.970424679000018,4490.985221249999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061230,"76","2","25","29","11","64",480170061230,1381.136094140000068,57004.539312200002314,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061231,"401","93","102","202","15","222",480170061231,749.109465863999958,20290.529379899999185,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061232,"56","11","27","42","14","81",480170061232,732.582407417000013,26753.476472199999989,"519","1208466",https://www.airbnb.com/rooms/1208466,2021/12/17,"Colorful, Central, 2 balconies","2310610",Variopinto,2012/05/07,"Florence, Toscana, Italy","1",Centro Storico,43.778770000000002,11.244500000000000,Entire home/apt,"6",2.000000000000000,120.000000000000000,"15","45","75","343","0","0",,t,"1",0.850000000000000
480170061233,"3","1","1","2","2","3",480170061233,352.863603800000021,4951.486284820000037,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061234,"262","23","88","111","4","110",480170061234,518.651541069000018,16483.941514300000563,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061235,"10","0","0","2","2","3",480170061235,491.844731137999986,13606.820651800000633,"2245","9625236",https://www.airbnb.com/rooms/9625236,2021/12/17,"FLORENCE ""CAVOUR APARTMENT"" DUOMO SAN MARCO WI-FI","49788334",Roberta,2015/11/24,IT,"1",Centro Storico,43.777889999999999,11.258990000000001,Entire home/apt,"5",1.000000000000000,70.000000000000000,"0","14","44","224","0","0",,f,"1",0.160000000000000
480170061236,"289","3","97","107","14","106",480170061236,1028.039628380000067,43192.226254599998356,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061237,"170","24","57","84","7","86",480170061237,319.019748911000022,6251.964660419999745,"5432","25769022",https://www.airbnb.com/rooms/25769022,2021/12/17,ATTICO DUSE FIRENZE . TWO STEPS FROM CENTER,"193664457",Lucia,2018/06/05,IT,"1",Campo di Marte,43.778350000000003,11.295650000000000,Private room,"2",1.000000000000000,50.000000000000000,"0","14","44","319","0","0",,f,"1",
480170061238,"323","21","101","145","34","155",480170061238,630.635174527000117,15751.734816199999841,"5165","24244036",https://www.airbnb.com/rooms/24244036,2021/12/17,Romantic brand new flat!,"17273680",Edoardo,2016/10/28,"Florence, Tuscany, Italy","1",Campo di Marte,43.778080000000003,11.294470000000000,Entire home/apt,"2",1.000000000000000,70.000000000000000,"0","0","0","0","0","0",,f,"1",0.130000000000000
480170061239,"901","280","117","406","18","425",480170061239,717.629142799999954,30399.292874399998254,"4311","20646453",https://www.airbnb.com/rooms/20646453,2021/12/17,Magic Place,"147640081",Celeste,2017/08/25,IT,"1",Campo di Marte,43.778039999999997,11.298840000000000,Entire home/apt,"3",2.000000000000000,70.000000000000000,"10","10","10","48","1","0",,f,"1",0.960000000000000
480170061240,"101","3","36","39","18","43",480170061240,976.529390441000032,53540.774125699994329,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061241,"77","2","30","33","2","33",480170061241,273.374475786999994,4578.543304910000188,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061242,"461","114","84","212","12","211",480170061242,565.337863994000031,19518.372651699999551,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061243,"377","15","130","158","39","170",480170061243,1275.404369450000104,44736.557792699997663,"9487","51113930",https://www.airbnb.com/rooms/51113930,2021/12/17,La Tinaia Appartamenti a Firenze,"24438038",Agostino,2014/12/03,"Florence, Tuscany, Italy","1",Isolotto Legnaia,43.779249999999998,11.193210000000001,Entire home/apt,"5",1.000000000000000,80.000000000000000,"12","33","63","249","3","0",,t,"3",0.680000000000000
480170061244,"226","36","86","132","26","120",480170061244,570.006025780999948,18417.168632799999614,"347","798291",https://www.airbnb.com/rooms/798291,2021/12/17,The delightful yellow Penthouse,"4200221",Emilia,2012/11/20,"Florence, Tuscany, Italy","1",Centro Storico,43.778379999999999,11.253570000000000,Entire home/apt,"6",3.000000000000000,91.000000000000000,"10","40","70","345","4","1",,t,"1",2.080000000000000
480170061245,"323","39","98","155","19","152",480170061245,546.814964677000034,13883.710849600000074,"2749","12808875",https://www.airbnb.com/rooms/12808875,2021/12/17,"Beautiful, clean, quiet and bright","69825099",Massimiliano,2016/05/01,"Florence, Tuscany, Italy","1",Campo di Marte,43.777329999999999,11.292920000000001,Entire home/apt,"6",2.000000000000000,60.000000000000000,"0","0","0","0","0","0",,f,"1",0.630000000000000
480170061246,"70","0","34","38","6","39",480170061246,324.493594476999988,4214.560358120000274,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061247,"45","5","16","28","13","47",480170061247,603.918844259000025,14969.546923500000048,"1496","5430877",https://www.airbnb.com/rooms/5430877,2021/12/17,Artist's House with charming garden,"28171337",Francesca,2015/02/22,"Florence, Tuscany, Italy","2",Campo di Marte,43.777650000000001,11.269840000000000,Entire home/apt,"4",2.000000000000000,141.000000000000000,"15","45","75","350","13","0",,t,"2",1.620000000000000
480170061248,"20","1","6","8","3","11",480170061248,347.592590369999982,4719.084883489999811,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061249,"19","2","5","7","6","7",480170061249,2724.426490519999788,288647.896491000021342,"184","393927",https://www.airbnb.com/rooms/393927,2021/12/17,"Apartment, park garden pool, in Renaissance Villa","1778421",Guido,2012/02/20,"Florence, Toscana, Italy","4",Campo di Marte,43.776960000000003,11.309870000000000,Entire home/apt,"5",2.000000000000000,120.000000000000000,"0","0","0","141","2","0",,f,"4",0.280000000000000
480170061250,"60","0","20","20","1","20",480170061250,286.013975317000018,5097.228293709999889,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061251,"382","13","156","188","22","176",480170061251,475.915213194999978,13451.674971700000242,"2958","13708020",https://www.airbnb.com/rooms/13708020,2021/12/17,Stanza Arancione,"80019040",Pietro E Gabriella,2016/06/26,"Trento, Trentino-South Tyrol, Italy","2",Campo di Marte,43.778630000000000,11.274380000000001,Private room,"3",1.000000000000000,45.000000000000000,"0","0","0","170","0","0",,f,"2",2.820000000000000
480170061252,"206","44","47","98","29","152",480170061252,440.615456642000026,11274.442391700000371,"267","607143",https://www.airbnb.com/rooms/607143,2021/12/17,Elegant Apartment F- Santa Maria Novella,"325913840",Margherita,2020/01/09,"Florence, Tuscany, Italy","19",Centro Storico,43.779470000000003,11.252140000000001,Entire home/apt,"4",1.000000000000000,95.000000000000000,"17","44","74","303","15","1",048017LTN2421,t,"15",2.090000000000000
480170061253,"46","10","11","22","1","22",480170061253,197.515120408000001,2363.976625910000166,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061254,"92","6","36","47","3","50",480170061254,287.883099166000022,4729.608980390000397,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061256,"202","18","68","96","38","101",480170061256,578.541493252000009,13542.585627599999498,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061257,"10","3","0","3","4","5",480170061257,1564.720123280000053,124612.348819999999250,"230","503147",https://www.airbnb.com/rooms/503147,2021/12/17,B&B FORTEZZA FIORENTINA SINGLE ROOM,"1008798",Massimo,2011/08/23,"Florence, Toscana, Italy","6",Centro Storico,43.779370000000000,11.246020000000000,Hotel room,"1",1.000000000000000,39.000000000000000,"0","0","8","253","0","0",,f,"4",0.080000000000000
480170061258,"659","158","152","317","7","315",480170061258,1096.485545210000055,67597.418359899995266,"1678","6144505",https://www.airbnb.com/rooms/6144505,2021/12/17,Delizioso e Confortevole Monolocale,"31870836",Giuseppina,2015/04/24,"Florence, Tuscany, Italy","3",Isolotto Legnaia,43.779899999999998,11.197250000000000,Entire home/apt,"3",1.000000000000000,53.000000000000000,"14","14","14","175","1","0",,f,"1",0.260000000000000
480170061259,"54","0","19","22","17","27",480170061259,3034.738831870000013,379725.223236000048928,"3835","18090230",https://www.airbnb.com/rooms/18090230,2021/12/17,Villa Afrodite E in Firenze,"20933780",Luca,2014/09/04,IT,"1507",Campo di Marte,43.774501999999998,11.319748000000001,Entire home/apt,"3",1.000000000000000,143.000000000000000,"28","58","88","268","0","0",,f,"10",
480170061260,"0","0","0","0","0","0",480170061260,963.289124946000015,39940.492405999997573,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061261,"6","1","0","3","3","7",480170061261,1024.594694390000086,62897.025074299999687,"26","57644",https://www.airbnb.com/rooms/57644,2021/12/17,Terrazzino Apartment,"274758",Francesco,2010/10/30,"Florence, Toscana, Italy","6",Centro Storico,43.777130000000000,11.261820000000000,Entire home/apt,"4",1.000000000000000,90.000000000000000,"1","13","43","181","7","1",,t,"5",0.600000000000000
480170061262,"231","44","63","115","19","118",480170061262,545.517113500000050,18488.936094200002117,"1531","5645962",https://www.airbnb.com/rooms/5645962,2021/12/17,Charming double room at Maison Florentine,"1467746",Mario Marco,2011/12/03,"Florence, Tuscany, Italy","2",Campo di Marte,43.779460000000000,11.272100000000000,Private room,"2",1.000000000000000,71.000000000000000,"0","0","0","271","0","0",,f,"1",0.600000000000000
480170061263,"244","33","78","125","21","137",480170061263,735.937316738000050,28497.062214300000051,"220","485541",https://www.airbnb.com/rooms/485541,2021/12/17,Independent studio near SantaMariaNovella Station,"2403819",Francesco,2012/05/18,"Florence, Tuscany, Italy","3",Centro Storico,43.780050000000003,11.239440000000000,Entire home/apt,"3",1.000000000000000,43.000000000000000,"16","46","76","346","11","0",,t,"3",2.350000000000000
480170061264,"24","2","8","10","1","10",480170061264,151.730162532999998,1421.245957979999957,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061265,"178","9","77","87","8","86",480170061265,451.539251427000011,11293.568717199999810,,,,,,,,,,,,,,,,,,,,,,,,,,,
480170061266,"716","59","259","345","32","352",480170061266,742.314297860000011,33358.302988499999628,"3532","16904550",https://www.airbnb.com/rooms/16904550,2021/12/17,Large and comfortable 10min from downtown,"23541143",Riccardo,2014/11/09,"Geneva, Geneva, Switzerland","1",Campo di Marte,43.778610000000000,11.293320000000000,Entire home/apt,"4",1.000000000000000,63.000000000000000,"14","44","74","164","1","0",,t,"1",0.620000000000000
