CODREG,REGIONE,CODPRO,PROVINCIA,CODCOM,COMUNE,PROCOM,SEZ2011,NSEZ,ACE,CODLOC,CODASC,P1,A46,A47,PF1,E3,E27
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060566","60566","14","10002","1","46","8","18","29","5","45"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060567","60567","24","10002","2","20","0","10","11","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060568","60568","24","10002","2","145","11","59","80","11","101"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060569","60569","41","10002","4","53","14","7","25","6","30"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060570","60570","14","10002","1","44","19","6","27","8","29"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060571","60571","13","10002","1","71","3","30","37","7","26"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060573","60573","14","10002","1","86","11","39","57","14","62"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060574","60574","14","10002","1","57","8","17","29","14","32"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060575","60575","44","10002","4","185","22","52","86","31","102"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060576","60576","24","10002","2","291","40","99","154","35","180"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060577","60577","12","10002","1","125","20","34","66","20","81"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060578","60578","44","10002","4","532","38","193","248","24","237"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060579","60579","41","10002","4","211","17","68","94","33","108"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060580","60580","44","10002","4","451","54","165","234","47","242"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060581","60581","14","10002","1","82","8","34","50","13","48"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060582","60582","44","10002","4","273","61","64","133","28","141"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060583","60583","13","10002","1","102","22","27","58","11","76"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060584","60584","14","10002","1","81","12","31","50","7","85"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060585","60585","14","10002","1","52","13","13","30","8","58"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060586","60586","14","10002","1","30","12","6","19","7","21"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060587","60587","24","10002","2","212","1","86","91","14","80"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060588","60588","12","10002","1","186","25","63","96","22","100"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060589","60589","14","10002","1","144","29","51","90","20","115"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060590","60590","24","10002","2","168","15","58","78","19","104"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060591","60591","13","10002","1","1","1","0","1","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060592","60592","12","10002","1","158","20","48","96","18","135"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060593","60593","13","10002","1","276","47","84","172","42","252"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060594","60594","24","10002","2","476","31","170","234","21","296"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060595","60595","14","10002","1","79","16","20","42","8","59"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060596","60596","24","10002","2","16","0","6","6","1","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060597","60597","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060598","60598","41","10002","4","256","32","85","132","36","154"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060599","60599","13","10002","1","118","19","39","70","21","72"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060600","60600","44","10002","4","118","11","40","56","19","82"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060601","60601","14","10002","1","27","6","5","15","5","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060602","60602","24","10002","2","156","21","53","76","24","114"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060603","60603","12","10002","1","108","15","33","53","13","62"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060604","60604","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060605","60605","14","10002","1","76","15","23","42","6","46"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060606","60606","12","10002","1","324","34","100","150","23","157"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060607","60607","14","10002","1","0","0","0","0","1","3"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060608","60608","14","10002","1","42","14","13","28","7","51"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060609","60609","14","10002","1","15","6","2","9","5","11"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060611","60611","44","10002","4","18","1","12","13","4","18"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060612","60612","13","10002","1","71","11","23","36","6","27"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060613","60613","14","10002","1","35","3","14","20","5","26"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060614","60614","12","10002","1","211","31","82","127","33","154"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060615","60615","24","10002","2","349","24","141","181","26","162"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060616","60616","24","10002","2","382","24","129","175","37","189"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060617","60617","12","10002","1","60","14","21","42","12","47"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060619","60619","14","10002","1","13","5","0","7","1","4"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060620","60620","44","10002","4","205","11","78","108","32","126"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060621","60621","14","10002","1","10","2","8","10","1","11"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060622","60622","12","10002","1","110","16","46","69","17","66"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060623","60623","14","10002","1","36","6","13","27","9","51"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060624","60624","24","10002","2","316","20","99","137","15","141"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060625","60625","14","10002","1","44","14","9","23","8","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060626","60626","13","10002","1","266","38","91","139","34","149"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060628","60628","12","10002","1","191","75","13","95","11","108"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060629","60629","14","10002","1","65","13","15","38","10","45"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060630","60630","12","10002","1","32","4","9","17","3","24"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060631","60631","12","10002","1","129","31","39","77","14","68"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060632","60632","13","10002","1","218","25","80","113","33","118"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060633","60633","44","10002","4","25","2","11","14","5","32"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060634","60634","44","10002","4","449","60","162","239","32","232"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060635","60635","24","10002","2","150","15","53","76","16","82"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060636","60636","14","10002","1","17","3","5","8","2","11"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060637","60637","41","10002","4","83","16","12","35","8","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060638","60638","0","40005","4","72","6","23","31","17","62"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060639","60639","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060640","60640","14","10002","1","35","9","11","27","5","30"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060641","60641","14","10002","1","19","5","7","13","5","84"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060642","60642","14","10002","1","57","8","19","35","8","51"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060643","60643","14","10002","1","31","5","9","16","4","27"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060644","60644","14","10002","1","13","1","6","10","7","20"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060645","60645","14","10002","1","49","10","20","35","11","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060646","60646","44","10002","4","759","54","265","341","75","318"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060647","60647","12","10002","1","22","4","5","12","4","15"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060648","60648","14","10002","1","90","19","27","55","13","66"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060649","60649","24","10002","2","281","27","112","151","25","155"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060650","60650","13","10002","1","109","10","36","53","11","77"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060651","60651","44","10002","4","260","17","90","120","25","127"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060652","60652","12","10002","1","198","23","87","125","33","163"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060653","60653","12","10002","1","90","12","33","49","10","50"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060654","60654","13","10002","1","214","33","70","127","29","105"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060655","60655","12","10002","1","113","21","39","65","11","50"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060656","60656","24","10002","2","217","9","71","88","19","92"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060657","60657","41","10002","4","222","11","70","93","11","106"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060658","60658","0","40005","4","7","0","2","3","2","5"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060659","60659","24","10002","2","426","46","153","210","35","185"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060660","60660","14","10002","1","34","3","11","16","1","5"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060661","60661","41","10002","4","132","10","50","66","11","78"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060662","60662","14","10002","1","23","10","2","12","2","17"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060663","60663","14","10002","1","0","0","0","0","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060664","60664","14","10002","1","24","7","11","18","5","20"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060665","60665","14","10002","1","26","8","7","18","4","26"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060666","60666","14","10002","1","20","4","5","15","5","32"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060667","60667","12","10002","1","112","11","48","66","23","114"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060668","60668","13","10002","1","80","6","28","42","8","54"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060669","60669","14","10002","1","23","3","8","14","5","18"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060670","60670","41","10002","4","3","0","0","1","2","9"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060671","60671","14","10002","1","172","37","56","101","21","118"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060672","60672","44","10002","4","18","1","7","8","7","8"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060673","60673","24","10002","2","303","22","107","143","35","189"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060674","60674","12","10002","1","141","16","62","91","20","116"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060675","60675","14","10002","1","0","0","0","0","1","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060676","60676","24","10002","2","7","0","3","3","4","5"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060677","60677","13","10002","1","8","0","0","8","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060678","60678","25","10002","2","364","59","99","171","38","184"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060679","60679","24","10002","2","1395","431","217","676","34","679"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060680","60680","24","10002","2","140","51","4","56","6","56"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060681","60681","24","10002","2","2","0","0","2","1","2"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060682","60682","14","10002","1","54","11","15","35","9","57"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060683","60683","12","10002","1","78","19","22","45","11","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060684","60684","24","10002","2","132","15","37","57","15","63"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060685","60685","24","10002","2","351","39","118","177","35","200"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060686","60686","13","10002","1","0","0","0","0","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060687","60687","44","10002","4","724","249","71","329","24","334"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060688","60688","14","10002","1","2","2","0","2","1","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060689","60689","13","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060690","60690","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060691","60691","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060692","60692","12","10002","1","54","9","18","28","10","49"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060693","60693","14","10002","1","42","11","17","29","9","34"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060694","60694","24","10002","2","371","21","108","141","23","104"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060695","60695","14","10002","1","3","1","2","3","1","2"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060696","60696","44","10002","4","264","24","84","118","24","121"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060697","60697","24","10002","2","159","15","50","66","2","65"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060698","60698","24","10002","2","251","22","88","121","29","132"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060699","60699","21","10002","2","100","7","35","49","9","69"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060700","60700","14","10002","1","15","3","1","8","2","13"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060701","60701","14","10002","1","16","2","6","10","2","17"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060702","60702","14","10002","1","41","7","16","26","6","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060703","60703","14","10002","1","22","10","2","13","3","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060704","60704","14","10002","1","52","6","23","31","5","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060705","60705","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060706","60706","14","10002","1","64","23","19","42","9","45"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060707","60707","14","10002","1","54","5","14","21","6","30"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060708","60708","24","10002","2","140","52","1","53","2","53"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060709","60709","14","10002","1","19","2","7","14","4","12"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060710","60710","44","10002","4","325","66","91","169","21","175"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060711","60711","14","10002","1","13","2","2","7","3","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060712","60712","13","10002","1","14","3","4","8","3","8"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060713","60713","12","10002","1","18","4","3","9","3","9"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060714","60714","12","10002","1","26","8","8","16","3","16"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060715","60715","14","10002","1","75","5","42","53","10","56"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060716","60716","41","10002","4","367","37","127","173","15","180"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060717","60717","21","10002","2","224","23","83","114","26","89"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060718","60718","14","10002","1","4","3","0","3","2","31"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060719","60719","44","10002","4","551","54","195","261","52","236"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060720","60720","12","10002","1","1","1","0","1","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060721","60721","12","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060722","60722","21","10002","2","125","15","37","59","16","83"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060724","60724","12","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060725","60725","14","10002","1","9","0","4","5","1","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060726","60726","41","10002","4","154","16","50","72","17","73"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060727","60727","21","10002","2","52","18","7","26","7","43"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060728","60728","12","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060729","60729","24","10002","2","159","10","51","65","6","64"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060730","60730","12","10002","1","52","4","24","35","13","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060731","60731","44","10002","4","317","41","101","155","38","158"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060732","60732","44","10002","4","173","17","61","85","7","79"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060733","60733","24","10002","2","6","0","2","2","1","2"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060734","60734","14","10002","1","110","29","26","65","21","118"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060735","60735","14","10002","1","49","12","14","33","9","59"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060737","60737","41","10002","4","213","14","77","100","11","101"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060738","60738","14","10002","1","4","1","1","2","1","10"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060739","60739","41","10002","4","160","8","58","71","4","71"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060740","60740","13","10002","1","127","47","13","64","8","65"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060741","60741","12","10002","1","48","2","23","27","2","34"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060742","60742","41","10002","4","45","0","17","17","2","17"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060743","60743","14","10002","1","21","6","5","14","2","22"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060744","60744","41","10002","4","125","10","41","54","7","57"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060745","60745","41","10002","4","131","17","36","57","10","57"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060746","60746","14","10002","1","57","16","16","33","11","47"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060747","60747","14","10002","1","118","25","46","77","14","92"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060748","60748","14","10002","1","47","19","10","32","9","39"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060749","60749","41","10002","4","10","3","5","8","1","8"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060750","60750","14","10002","1","26","4","10","17","4","29"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060751","60751","13","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060752","60752","14","10002","1","14","1","5","10","2","20"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060753","60753","14","10002","1","24","3","6","12","5","13"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060754","60754","14","10002","1","115","17","31","59","12","61"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060755","60755","12","10002","1","145","13","55","79","18","80"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060756","60756","14","10002","1","135","19","40","78","16","104"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060757","60757","12","10002","1","43","5","15","25","3","27"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060758","60758","12","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060759","60759","25","10002","2","32","18","1","20","1","18"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060760","60760","14","10002","1","132","11","49","74","15","106"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060761","60761","12","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060762","60762","12","10002","1","38","4","15","20","7","33"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060763","60763","12","10002","1","379","65","144","227","49","236"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060764","60764","12","10002","1","69","13","25","45","15","61"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060765","60765","41","10002","4","16","4","3","8","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060766","60766","44","10002","4","293","32","100","142","9","141"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060767","60767","14","10002","1","67","15","19","38","9","54"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060768","60768","25","10002","2","1318","89","504","647","98","642"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060769","60769","24","10002","2","263","19","99","121","12","120"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060770","60770","24","10002","2","314","14","115","135","11","133"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060771","60771","21","10002","2","92","13","27","43","9","42"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060772","60772","41","10002","4","969","91","328","440","46","444"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060774","60774","21","10002","2","86","4","35","41","17","65"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060775","60775","21","10002","2","42","8","13","21","6","23"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060777","60777","14","10002","1","15","4","5","10","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060778","60778","42","10002","4","217","100","20","123","13","127"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060779","60779","21","10002","2","266","19","97","128","22","167"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060781","60781","44","10002","4","397","53","106","178","64","171"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060782","60782","14","10002","1","66","14","18","36","9","50"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060783","60783","44","10002","4","502","69","142","236","58","203"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060784","60784","24","10002","2","377","12","121","144","15","145"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060785","60785","21","10002","2","107","5","29","42","20","52"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060786","60786","42","10002","4","10","0","4","4","1","5"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060787","60787","44","10002","4","205","35","46","85","16","107"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060789","60789","14","10002","1","61","5","32","42","8","33"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060790","60790","14","10002","1","2","0","1","1","1","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060791","60791","14","10002","1","11","1","0","5","2","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060793","60793","14","10002","1","0","0","0","0","1","1"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060795","60795","14","10002","1","27","6","6","16","6","40"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060796","60796","14","10002","1","48","11","11","24","3","41"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060798","60798","14","10002","1","80","13","24","47","9","58"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060799","60799","14","10002","1","48","15","11","28","8","48"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060800","60800","14","10002","1","69","15","12","36","6","34"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060801","60801","25","10002","2","369","32","127","180","46","166"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060802","60802","44","10002","4","139","20","36","65","25","78"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060803","60803","14","10002","1","79","17","28","47","11","64"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060804","60804","12","10002","1","190","34","58","106","27","155"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060805","60805","41","10002","4","210","18","75","100","27","105"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060806","60806","44","10002","4","123","18","33","57","23","95"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060807","60807","21","10002","2","146","11","42","62","17","81"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060809","60809","14","10002","1","14","4","4","8","3","12"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060810","60810","14","10002","1","74","13","22","45","10","51"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060811","60811","0","40008","4","54","1","8","19","2","6"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060812","60812","14","10002","1","69","14","21","39","9","50"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060813","60813","42","10002","4","105","6","42","52","9","56"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060815","60815","12","10002","1","274","80","41","131","20","123"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060816","60816","14","10002","1","5","2","2","4","1","14"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060817","60817","21","10002","2","229","25","77","113","30","123"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060818","60818","14","10002","1","309","57","83","167","32","218"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060819","60819","44","10002","4","647","63","208","291","21","281"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060820","60820","44","10002","4","187","9","83","98","1","97"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060821","60821","14","10002","1","13","2","5","7","2","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060822","60822","14","10002","1","23","4","2","10","4","13"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060823","60823","14","10002","1","13","5","0","8","2","7"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060824","60824","14","10002","1","8","4","0","5","3","25"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060825","60825","12","10002","1","113","13","43","64","18","104"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060826","60826","21","10002","2","237","29","75","115","15","122"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060827","60827","14","10002","1","0","0","0","0","0","0"
"9",Toscana,"48",Firenze,"17",Firenze,"48017","480170060828","60828","44","10002","4","395","47","128","196","45","144"
