census_tract_id,AGG_COUNT,effected_by_policy_1,effected_by_policy_2,effected_by_policy_3,P1,A46,A47,PF1,E3,E27,calculated_host_listings_count,bedrooms,accommodates
"480170061936","4","4","1","3","1064","56","280","388","140","416","21","4","9"
"480170061937","10","10","6","6","11790","940","4500","5890","520","5740","45","13","30"
"480170061938","2","2","0","0","486","52","196","264","20","280","4","2","3"
"480170061944","1","1","0","0","98","9","42","58","11","57","1","1","2"
"480170061945","3","3","1","0","1476","276","363","708","138","771","5","3","7"
"480170061950","1","1","1","0","108","13","30","49","2","78","1","2","5"
"480170061952","1","1","1","0","226","9","50","157","24","127","3","1","2"
"480170061954","2","2","0","1","304","30","122","160","42","172","9","2","3"
"480170061955","2","2","1","0","458","66","170","246","28","350","2","2","5"
"480170061956","1","1","1","1","585","74","220","317","10","319","92","1","4"
"480170061957","1","1","1","0","189","34","40","79","4","84","1","2","1"
"480170061958","13","13","6","7","6812","195","2145","2886","1027","2912","49","17","46"
"480170061959","1","1","1","0","478","5","180","193","29","197","1","1","4"
"480170061961","2","2","1","0","398","18","130","168","6","166","2","2","4"
"480170061963","2","2","2","0","1560","328","364","746","80","760","2","5","10"
"480170061965","7","7","4","0","1589","112","462","651","392","749","11","9","21"
"480170061966","1","1","1","1","78","7","30","40","16","42","1","2","3"
"480170061967","1","1","0","0","342","26","135","183","24","218","1","1","2"
"480170061968","2","2","2","0","424","42","128","204","64","228","3","5","8"
"480170061969","1","1","0","0","108","11","45","60","14","86","1","1","2"
"480170061974","1","1","0","0","16","1","7","10","1","9","2","1","2"
"480170061978","4","3","2","0","36","4","0","36","4","16","6","5","15"
"480170061979","10","9","3","4","3630","300","1100","1560","510","1640","51","12","20"
"480170061983","1","1","0","0","265","25","101","135","8","148","1","2","5"
"480170061984","1","1","1","0","135","3","48","56","2","60","1","1","2"
"480170061985","2","2","2","1","188","8","48","76","38","82","6","3","12"
"480170061986","4","4","1","1","1216","124","428","616","60","640","13","5","8"
"480170061987","2","1","2","0","746","18","316","358","42","366","3","2","7"
"480170061988","10","10","9","3","440","20","230","280","40","270","22","8","34"
"480170061989","1","1","1","0","39","2","16","19","4","24","1","2","5"
"480170061990","1","0","1","0","161","13","71","91","17","102","1","0","4"
"480170061991","3","3","3","0","1302","111","510","651","81","597","3","5","13"
"480170061992","2","2","0","0","248","10","62","164","14","162","2","2","4"
"480170061994","8","8","5","3","5232","360","1712","2392","632","2288","47","10","25"
"480170061996","4","4","3","0","1388","112","484","664","280","664","6","6","15"
"480170062004","2","2","2","0","632","14","256","298","4","364","2","2","9"
"480170062006","1","1","1","0","414","23","180","212","15","210","1","1","3"
"480170062007","1","1","1","1","126","5","49","59","9","74","1","3","8"
"480170062008","6","6","2","3","1098","60","360","462","180","504","26","8","18"
"480170062012","3","3","0","1","12","0","6","6","6","6","9","3","6"
"480170062014","1","1","1","0","323","96","57","160","14","139","1","2","6"
"480170062016","1","1","1","0","313","28","121","161","11","183","1","2","4"
"480170062017","1","1","0","0","183","78","1","79","2","79","1","1","2"
"480170062018","1","1","1","0","2","0","1","1","1","1","1","2","5"
"480170062019","1","1","1","0","143","7","28","41","10","42","1","2","4"
"480170062020","5","5","4","1","5100","500","1500","2320","220","2045","9","4","13"
"480170062021","1","1","0","1","44","1","16","22","9","26","5","2","5"
"480170062024","1","1","0","1","40","0","18","19","7","25","5","1","2"
"480170062025","3","3","3","0","669","36","249","291","15","375","4","3","8"
"480170062026","2","2","1","0","1012","54","352","450","26","428","3","3","7"
"480170062027","1","1","0","0","116","2","50","55","3","53","1","1","1"
"480170062032","3","3","3","0","2574","159","1020","1257","105","1275","4","3","10"
"480170062035","12","9","6","2","17676","1524","6828","9072","768","8580","16","14","35"
"480170062036","3","2","3","0","306","24","102","126","3","75","4","4","8"
"480170062040","2","2","2","0","1556","80","608","742","24","764","2","2","5"
"480170062041","3","3","3","1","1323","99","507","639","135","603","5","5","11"
"480170062048","1","1","0","0","407","36","143","196","19","198","2","1","2"
"480170062049","2","2","0","0","2514","454","530","1060","48","1074","2","2","3"
"480170062050","6","6","2","3","1836","138","642","852","156","966","12","8","19"
"480170062052","1","1","0","1","61","4","26","33","16","34","5","1","4"
"480170062054","2","2","1","0","302","28","104","142","36","124","3","1","4"
"480170062055","3","3","3","0","867","114","276","438","60","456","4","5","11"
"480170062057","1","1","0","0","568","51","210","284","18","270","1","1","2"
"480170062058","1","1","1","0","160","18","53","76","14","85","1","1","2"
"480170062059","1","1","1","0","52","0","14","14","1","13","1","1","4"
"480170062062","3","3","3","3","204","9","54","81","63","87","9","4","9"
"480170062066","2","2","0","0","578","50","196","274","74","264","2","2","5"
"480170062069","1","1","1","0","79","12","11","38","17","52","1","2","4"
"480170062072","1","1","1","0","64","6","20","29","10","28","1","2","4"
"480170062079","3","3","3","2","1731","441","459","945","126","921","5","3","15"
"480170062081","1","1","1","0","292","18","94","163","32","174","1","1","3"
"480170062085","1","1","1","0","160","14","53","67","9","66","1","2","4"
"480170062087","1","1","1","0","35","0","15","16","10","18","1","2","3"
"480170062089","1","1","1","0","121","9","53","66","13","72","1","1","3"
"480170062090","4","4","4","3","552","16","148","200","140","208","18","19","43"
"480170062091","1","1","1","0","201","8","55","74","42","77","1","1","4"
"480170062093","3","2","3","1","15","3","6","9","9","18","5","8","20"
"480170062094","4","4","1","4","564","20","180","232","68","236","20","7","16"
"480170062096","1","1","1","1","27","1","11","13","4","32","7","8","16"
"480170062097","10","10","10","1","11010","1220","3530","5110","900","5150","14","15","41"
"480170062098","1","1","1","0","158","7","68","79","34","78","1","1","4"
"480170062099","1","1","1","0","214","3","81","86","8","85","1","1","5"
"480170062103","1","1","1","0","235","21","73","105","55","114","1","1","3"
"480170062105","2","1","2","0","64","10","20","36","24","80","2","3","6"
"480170062106","1","1","1","0","433","32","158","214","88","243","1","2","4"
"480170062108","1","0","1","0","40","1","15","20","13","28","1","1","2"
"480170062109","1","1","1","0","7","0","2","3","2","3","1","2","6"
"480170062110","1","1","0","0","69","3","29","33","10","40","1","1","4"
"480170062111","1","1","1","1","37","2","9","15","11","18","3","2","7"
"480170062119","1","1","1","0","113","18","15","37","17","48","2","2","4"
"480170062120","3","3","2","2","42","0","12","15","18","24","4","10","21"
"480170062121","2","2","2","1","362","4","118","130","52","152","2","4","7"
"480170062122","2","2","1","1","106","10","26","42","52","124","5","3","5"
"480170062124","1","1","1","1","74","1","25","30","16","57","1","0","2"
"480170062125","2","2","2","0","592","22","214","280","170","406","3","6","12"
"480170062126","5","5","3","0","1365","95","415","635","395","1080","5","11","21"
"480170062127","12","12","7","2","14316","1452","5076","7152","1440","6672","26","14","33"
"480170062131","3","3","3","2","198","27","45","93","54","114","7","6","13"
"480170062133","1","1","1","0","44","2","11","20","6","26","1","0","4"
"480170062135","1","1","1","0","280","16","96","125","38","129","1","2","5"
"480170062137","1","1","0","0","20","0","0","8","6","12","1","1","2"
"480170062140","2","2","2","1","398","14","108","226","96","352","5","6","13"
"480170062142","1","1","1","0","1","0","1","1","1","1","1","4","8"
"480170062143","1","1","1","1","6","1","1","4","5","9","4","3","6"
"480170062147","2","2","0","0","50","8","2","12","8","54","4","2","4"
"480170062149","1","1","1","0","17","1","4","7","4","7","1","4","10"
"480170062150","3","3","1","2","309","15","90","117","51","123","6","3","5"
"480170062154","6","6","6","3","804","96","240","384","288","654","12","10","25"
"480170062155","2","2","0","0","1934","120","666","878","244","922","4","2","5"
"480170062157","1","1","0","0","226","13","82","105","36","109","1","1","2"
"480170062158","1","1","1","0","62","5","23","32","20","47","1","1","2"
"480170062159","3","3","2","1","123","6","36","51","60","171","16","4","8"
"480170062160","1","1","0","0","96","6","28","37","20","59","1","1","2"
"480170062161","2","2","1","0","40","0","8","14","18","48","2","4","9"
"480170062162","1","1","0","1","28","1","10","11","7","17","1","2","5"
"480170062163","1","1","1","0","20","1","8","9","5","15","1","2","4"
"480170062164","3","3","3","0","309","6","102","135","78","234","3","4","10"
"480170062167","2","2","2","0","786","24","342","376","18","572","2","3","7"
"480170062169","2","2","1","0","108","2","22","40","22","48","2","3","8"
"480170062177","63","60","59","35","11655","2772","3150","6930","1260","10773","1178","116","303"
"480170062181","1","1","1","0","74","1","25","34","29","87","1","1","4"
"480170062186","1","1","1","0","0","0","0","0","1","1","1","3","6"
